key,name,smiles,mpC,csid,link,source,count,min,max,range
103,1-naphthalenemethanol,c1ccc2c(c1)cccc2CO,61,19669,http://www.alfa.com/en/GP100W.pgm?DSSTK=L01347,Alfa Aesar,2,61,64,3
1676,"2,5-diphenylfuran",c1ccc(cc1)c2ccc(o2)c3ccccc3,88,63567,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13424,Alfa Aesar,2,88,91,3
6649,cholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,201,192176,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11257,Alfa Aesar,2,198,201,3
1907,"2-amino-3,6-dichlorobenzoic acid",c1cc(c(c(c1Cl)C(=O)O)N)Cl,152,525531,http://www.alfa.com/en/GP100W.pgm?DSSTK=L12850,Alfa Aesar,2,152,155,3
4975,4'-chlorochalcone,c1ccc(cc1)/C=C/C(=O)c2ccc(cc2)Cl,99,4526147,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13772,Alfa Aesar,2,96,99,3
8433,succinyl chloride,C(CC(=O)Cl)C(=O)Cl,17,13867055,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18389,Alfa Aesar,2,17,20,3
15871,Isonicotinonitrile,N#Cc1ccncc1,76,7225,http://msds.chem.ox.ac.uk/,academic website,3,76,79,3
14540,p-bromoacetanilide,Brc1ccc(NC(C)=O)cc1,166,7399,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,166,169,3
15020,1-Cyanoguanidine,N=C(N)NC#N,208,9611,http://msds.chem.ox.ac.uk/,academic website,3,208,211,3
13788,p-chlorobenzonitrile,N#Cc1ccc(Cl)cc1,92,11663,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,92,95,3
14220,4-chloro-3-nitroaniline,O=[N+]([O-])c1cc(N)ccc1Cl,100,11967,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,100,103,3
14622,p-iodoanisole,Ic1ccc(OC)cc1,50,62877,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,50,53,3
27316,"(1E,4E)-1,5-Di(2-naphthyl)-1,4-pentadien-3-one",O=C(\C=C\c2ccc1c(cccc1)c2)\C=C\c2ccc1c(cccc1)c2,242,4523376,http://pubs.acs.org/doi/abs/10.1021/ja00233a004,Journal of the American Chemical Society,3,242,245,3
6575,bromoacetic acid,C(C(=O)O)Br,47,10301338,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14403,Alfa Aesar,3,47,50,3
14198,o-bromoaniline,Nc1ccccc1Br,30,21111816,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,29,32,3
28048,Dimetridazole,CC1=NC=C(N1C)[N+](=O)[O-],140,2980,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),4,137,140,3
15072,1-Naphthyl methylcarbamate,CNC(=O)Oc2cccc1ccccc12,142,5899,http://msds.chem.ox.ac.uk/,academic website,4,142,145,3
15708,Dibutyl ether,CCCCOCCCC,-97.9,8569,http://msds.chem.ox.ac.uk/,academic website,4,-98,-95,3
5257,4'-iodoacetophenone,CC(=O)c1ccc(cc1)I,83,65701,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16794,Alfa Aesar,4,83,86,3
15009,1-Chloro-3-nitrobenzene,O=[N+]([O-])c1cc(Cl)ccc1,45,21106013,http://msds.chem.ox.ac.uk/,academic website,4,43,46,3
8895,pyrazinamide,NC(=O)c1cnccn1,189,1017,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1341,5,189,192,3
14901,"1,1'-Ethyne-1,2-diyldibenzene",C(#Cc1ccccc1)c2ccccc2,60,9961,http://msds.chem.ox.ac.uk/,academic website,5,60,63,3
13208,3-methyl-trans-2-pentene,CC=C(/C)CC,-138,557853,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-138,-134.8,3.2
16037,o-Cresol,Cc1ccccc1O,33,13835772,http://msds.chem.ox.ac.uk/,academic website,4,29.8,33,3.2
15202,"2,6-Dimethylphenol",Cc1cccc(C)c1O,49,13839174,http://msds.chem.ox.ac.uk/,academic website,4,45.7,49,3.3
8368,pyrrole-2-carboxaldehyde,c1cc([nH]c1)C=O,43,13254,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12838,Alfa Aesar,2,43,46.5,3.5
3816,3-chloro-4-methylphenol,Cc1ccc(cc1Cl)O,52,14163,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27385,Alfa Aesar,2,52,55.5,3.5
14,1-phenylcyclohexanol,c1ccc(cc1)C2(CCCCC2)O,60,14582,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20877,Alfa Aesar,2,60,63.5,3.5
417,"1,8-diaminonaphthalene",c1cc2cccc(c2c(c1)N)N,63,61381,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15966,Alfa Aesar,2,63,66.5,3.5
6673,citraconic acid,C/C(=C/C(=O)O)/C(=O)O,90,553689,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04178,Alfa Aesar,2,90,93.5,3.5
13211,3-methyl-cis-2-pentene,CC=C(C)CC,-135,559027,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,-138.5,-135,3.5
3644,3-aminopyridine,c1cc(cnc1)N,61,21111768,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13216,Alfa Aesar,2,61,64.5,3.5
5406,4-methylbiphenyl,Cc1ccc(cc1)c2ccccc2,46,12047,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14702,Alfa Aesar,3,46,49.5,3.5
15000,1-Bromo-4-methylbenzene,Cc1ccc(Br)cc1,28.5,13875258,http://msds.chem.ox.ac.uk/,academic website,4,25,28.5,3.5
14210,ethyl_octanoate,O=C(CCCCCCC)OCC,-47,7511,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,-47,-43.1,3.9
2046,2-aminoethyl diphenylborinate,B(c1ccccc1)(c2ccccc2)OCCN,189,1540,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16606,Alfa Aesar,2,189,193,4
15536,7-(Diethylamino)-4-methyl-2H-chromen-2-one,CCN(CC)c1ccc2c(c1)OC(=O)C=C2C,70,6783,http://msds.chem.ox.ac.uk/,academic website,2,70,74,4
6953,dipentaerythritol,C(C(CO)(CO)COCC(CO)(CO)CO)O,217,29085,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18714,Alfa Aesar,2,217,221,4
8729,vinylacetic acid,C=CCC(=O)O,-39,30349,http://www.alfa.com/en/GP100W.pgm?DSSTK=L07557,Alfa Aesar,2,-39,-35,4
14007,cyclodecanone,O=C1CCCCCCCCC1,24,66551,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,24,28,4
15993,N-Ethyl-N-isopropylpropan-2-amine,CC(C)N(CC)C(C)C,-50,73565,http://msds.chem.ox.ac.uk/,academic website,2,-50,-46,4
1791,"2,6-dihydroxynaphthalene",c1cc(cc2c1cc(cc2)O)O,224,84452,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21465,Alfa Aesar,2,220,224,4
1071,2-(trifluoromethyl)cinnamic acid,c1ccc(c(c1)/C=C/C(=O)O)C(F)(F)F,202,628106,http://www.alfa.com/en/GP100W.pgm?DSSTK=L02587,Alfa Aesar,2,202,206,4
9808,3-nitro-4-[(E)-2-(4-nitrophenyl)ethenyl]aniline,O=[N+]([O-])c1ccc(cc1)C=Cc1ccc(N)cc1[N+](=O)[O-],198,4644742,http://dx.doi.org/10.1021/ci0500132,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1390,2,198,202,4
14880,"1,1,1,3,3,3-Hexafluoroacetone",FC(F)(F)C(=O)C(F)(F)F,-129,13846015,http://msds.chem.ox.ac.uk/,academic website,2,-129,-125,4
2863,2-methyl-2-butanol,CCC(C)(C)O,-12,6165,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18304,Alfa Aesar,3,-12,-8,4
27405,1-Chloroanthraquinone,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl,159,6453,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),3,159,163,4
15751,Diphenyl carbonate,O=C(Oc1ccccc1)Oc2ccccc2,79,7315,http://msds.chem.ox.ac.uk/,academic website,3,79,83,4
4207,3-tert-butylphenol,CC(C)(C)c1cccc(c1)O,45,10966,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24315,Alfa Aesar,3,41,45,4
4515,4-acetamidobenzaldehyde,CC(=O)Nc1ccc(cc1)C=O,156,66572,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20430,Alfa Aesar,3,156,160,4
13718,2-methoxyethyl_ether,COCCOCCOC,-64,13839575,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,-68,-64,4
13575,3-hydroxybenzaldehyde,O=Cc1cc(O)ccc1,105,21105795,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,104,108,4
7264,glybenzcyclamide,COc1ccc(cc1C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)NC3CCCCC3)Cl,173,3368,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21459,Alfa Aesar,4,169,173,4
16072,"Phenanthrene-9,10-dione",O=C2c3ccccc3c1ccccc1C2=O,210,6505,http://msds.chem.ox.ac.uk/,academic website,4,206,210,4
8740,acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,119,1901,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1186,5,119,123,4
28523,Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,159,331,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),16,157,161,4
15639,"Buta-1,3-diene",C=CC=C,-113,7557,http://msds.chem.ox.ac.uk/,academic website,2,-113,-108.9,4.1
27531,2-Methylbenzoic acid,CC1=CC=CC=C1C(=O)O,108,8070,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),6,103.7,108,4.3
17350,"cyclopentane, 1,2,3-trimethyl-, (1.alpha.,2.alph",CC1CCC(C)C1C,-116.4,32554,http://www.srcinc.com/what-we-do/product.aspx?id=133,PHYSPROP,2,-116.4,-112,4.4
15158,"2,4,6-Trichloroaniline",Clc1cc(Cl)cc(Cl)c1N,74,11961,http://msds.chem.ox.ac.uk/,academic website,3,74,78.5,4.5
8377,quinidine,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)O,170,389880,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12559,Alfa Aesar,3,170,174.5,4.5
28587,Theophylline,CN1C2=C(C(=O)N(C1=O)C)N=CN2,274,2068,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),9,270,274.5,4.5
15811,Fluoroform,FC(F)F,-160,21106179,http://msds.chem.ox.ac.uk/,academic website,2,-160,-155.1,4.9
14146,isophthalic_acid,OC(=O)c1cccc(c1)C(=O)O,342,8182,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,342,347,5
505,"1,4-diaminoanthraquinone",c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,263,29150,http://www.alfa.com/en/GP100W.pgm?DSSTK=A19156,Alfa Aesar,2,263,268,5
4193,3-phenylpropionyl chloride,c1ccc(cc1)CCC(=O)Cl,-7,58333,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10860,Alfa Aesar,2,-7,-2,5
3662,3-brombenzophenone,c1ccc(cc1)C(=O)c2cccc(c2)Br,76,63718,http://www.alfa.com/en/GP100W.pgm?DSSTK=H53505,Alfa Aesar,2,76,81,5
8107,N-methylsuccinimide,CN1C(=O)CCC1=O,66,63882,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12956,Alfa Aesar,2,66,71,5
5275,4-iodophenylacetonitrile,c1cc(ccc1CC#N)I,53,126037,http://www.alfa.com/en/GP100W.pgm?DSSTK=L15119,Alfa Aesar,2,48,53,5
9729,"(2E)-2-bicyclo[4.2.0]octa-1,3,5-trien-7-ylidene-1-phenylethanone",O=C(C=C1Cc2ccccc21)c1ccccc1,50,4645230,http://dx.doi.org/10.1021/ci0500132,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1311,2,50,55,5
7093,ethyl 3-nitrobenzoate,CCOC(=O)c1cccc(c1)[N+](=O)[O-],42,21106111,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10626,Alfa Aesar,2,42,47,5
15514,"5-Chloro-1-{1-[3-(2-oxo-2,3-dihydro-1H-benzimidazol-1-yl)propyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one",Clc4cc5NC(=O)N(C3CCN(CCCN1c2ccccc2NC1=O)CC3)c5cc4,237.5,3039,http://msds.chem.ox.ac.uk/,academic website,3,237.5,242.5,5
15120,"2,2,4,4,6,6-Hexamethyl-1,3,5,2,4,6-trioxatrisilinane",C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,60,10452,http://msds.chem.ox.ac.uk/,academic website,3,60,65,5
3573,3-acetylindole,CC(=O)c1c[nH]c2c1cccc2,189,12275,http://www.alfa.com/en/GP100W.pgm?DSSTK=A16221,Alfa Aesar,3,189,194,5
3425,"3,5-dichlorobenzaldehyde",c1c(cc(cc1Cl)Cl)C=O,63,32882,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13325,Alfa Aesar,3,63,68,5
28463,Prednisolone,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,240,5552,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),4,235,240,5
15801,Ethyl butyrate,CCCC(=O)OCC,-93,7475,http://msds.chem.ox.ac.uk/,academic website,4,-98,-93,5
15130,"2,2-Dimethylpropane-1,3-diol",CC(C)(CO)CO,125,13835293,http://msds.chem.ox.ac.uk/,academic website,4,125,130,5
